"","date","party","state","text","before_after"
"1690",2008-01-22,"D","CA","will be honored for protecting the rights of gay students.","before"
"1691",2008-02-12,"D","CA","in a conservative area residents received a middleofthenight robocall from the nonexistent ""gay and lesbian push."" urging them to support one of the candidates.","before"
"1692",2008-04-23,"D","CA","lesbian. gay. bisexual and transgender individuals still face persecution. he endured antigay taunts. it is also a sad reminder that pleas for help from our young lesbian. gay. bisexual. and transgender population are often met with silence.","before"
"1693",2008-04-24,"D","CA","when senator gaylord nelson recognized the growing public movement that we now know as environmentalism.","before"
"1694",2008-05-06,"D","CA","gaylord perry and willie mccovey.","before"
"1695",2009-02-12,"D","CA","larrys death serves as a tragic reminder that we must work to end violence and harassment directed at lesbian. gay. bisexual. and transgendered people.","before"
"1696",2009-02-13,"D","CA","he told the other kids at school that he was gay. over 85 percent of gay. lesbian. bisexual. and transgender students were verbally harassed at school.","before"
"1697",2009-04-23,"D","CA","the day of silence brings attention to the oppression that queer youth face from their peers and their classroom. i would ask my colleagues to take a moment of silence today to reflect what we can do for our lgbt youth to make their lives better. senator gaylord nelson of wisconsin.","before"
"1698",2009-04-29,"D","CA","but our law enforcement agencies still have no authority to assist communities dealing with even the most brutal crimes committed against our gay. lesbian. bisexual and transgender neighbors and friends. lawrence was a young .man who identified himself as a gay person. it is past time to protect gays. lesbians. bisexuals and transgendered individuals from hate crimes-. some ofthe messages directed at their son were antigay slurs among other epithets. i also want to acknowledge the indispensable contributions of the lgbt caucus. to the church bombings and attacks on gay. lesbian. bisexual and transgendered persons. many of the recent attacks based on sexual orientation have been against gay black men. it was revealed that -his attackers viewed gay men as prey. a transgendered woman.","before"
"1699",2009-05-14,"D","CA","and lgbt communities.","before"
"1700",2009-05-19,"D","CA","voters in a conservative area received a middleofthenight robocall from the nonexistent ""gay and lesbian push."" urging them to support one of the candidates.","before"
"1701",2009-07-15,"D","CA","the fbi reported 1.265 hate crimes against gay men and lesbians in 2007. cawho happened to be lesbian. which had a gay pride sticker on its license plate. a 15yearold openly gay boy named larry king was harassed and bullied by his classmates for many years. 16 gay rights groups. a gay man. that the two men plotted beforehand to rob a gay man in particular. that crime occurred because matthew shepard was a gay man. there are gay people who are republicans. there are gay people who are democrats. there are gay people in the closet. there are gay people out of the closet. but i can tell my colleagues that too many gay people live in fear. they live in fear that two people or one person could attack them simply because they are gay. so this bill is about making sure women are protected and gays are protected. four men were arrested and charged for brutally gangraping a young lesbian. one of the attackers taunted her for being a lesbian during the attack.","before"
"1702",2010-03-03,"D","CA","president bush noted in citation that her ""airmanship and courage directly contributed to the successful accomplishment of important missions under extremely hazardous conditions."" major witt was discharged 6 years ago after the air force received a tip that she was gay. army after announcing last year that he was gay. served in the gulf war in the 1990s and was never dismissed for being gay. the gay thing didnt even exist. it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. twentyfive countries currently have policies allowing gay servicemembers to serve openly in their militaries.","before"
"1703",2010-03-25,"D","CA","including the national gay rights advocates and the aids research group search alliance.","before"
"1704",2010-04-21,"D","CA","a time when students across the country remain silent for the whole day to draw attention to discrimination toward their lgbt peers. every day students who are lesbian. gay. bisexual and transgendered. as well as those who are perceived to be lgbt. this act is necessary because bullying and discrimination are the norm for so many lgbt young people. last weekend a group of constituents hosted a queer youth health summit in santa cruz. this group also works to identify mental and physical health needs and promote safe and healthy lifestyles for queer and questioning youth in the region. though many lesbian. gay. bisexual or transgender advocates and their straight allies were silent last friday. the late senator gaylord nelson of wisconsin.","before"
"1705",2010-04-22,"D","CA","it has been 40 years since thensenator gaylord nelson first advocated setting aside a national day to focus on our environment. all that happened in that year that thensenator gaylord nelson decided to act on earth day.","before"
"1706",2010-05-25,"D","CA","president clinton tried to do the impossible by lifting the decadeslong ban on gay and lesbian soldiers serving openly in the military. lets honor our nations over 1 million gay veterans this memorial day. lets lift the ban on gays serving openly once and for all.","before"
"1707",2010-05-27,"D","CA","""it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. dont tell policy of excluding openly lesbian. gay. bisexual. and transgender. lgbt. this policy works to silence lgbt personnel among the ranks of our military. the contributions made by lgbt veterans and those in active duty in an atmosphere hostile to them underscores the tremendous sacrifices they make to serve this nation. firing them for being gay.","before"
"1708",2010-05-27,"R","CA","dont tell policy on gays."" and then if we follow through and do the same thing tonight with the murphy amendment.","before"
"1709",2010-05-28,"D","CA","those are not quotations about the right of gay and lesbian americans to serve openly in the military. the assertion that openly gay servicemembers would undermine unit cohesion is just bunk. the research suggests that iraq and afghanistan veterans are comfortable serving side by side with fellow soldiers who happen to be gay or lesbian.","before"
"1710",2010-09-21,"D","CA","unit cohesion and recruiting and retention of the armed forces."" i think it is important to note what countries allow gays and lesbians to serve. israel and south africa also dont discriminate against gays and lesbians. but some of the countries i can find that still discriminate against gays and lesbians in the service are iran. our service men and women are already fighting alongside gays and lesbians. 78 percent of americans said they support allowing gays and lesbians to serve openly in the military78 percent of americans.","before"
"1711",2010-12-07,"D","CA","that many of them were gay. it appears we are finally prepared to acknowledge publicly what we have known for so long: that gay and lesbian americans have been part of the military. gay soldiers have been forced into the closet for the entirety of american history. and now we know from the pentagon report that 92 percent of servicemembers say the presence of a gay person would not affect their units ability to work together.","before"
"1712",2010-12-15,"D","CA","he was gay. who told congress: ""it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. i wont be jumping out of my office screaming ""im gay"" to the world. ""it is my personal belief that allowing gays and lesbians to serve openly would be the right thing to do. abc news and the washington post released a poll showing that eight in 10 americans say gays and lesbians who do publicly disclose their sexual orientation should be allowed to serve in the military. our men and women in uniform work sidebyside with openly gay soldiers from thirteen coalition partners. a bill that would repeal the militarys policy of mandatory discrimination against openly gay and lesbian individuals in our nations military. todays vote is an important step toward the day when lgbt americans enjoy true equality. these gay men and women only want to serve their country with honor. repealing this policy is long overdue and will finally allow gays and lesbians to serve their country honorably without fear of being discriminated against by the very nation they fight to protect. it has weakened americas security by depriving our nation of the service of thousands of gay and lesbian troops who have served their country honorablyand forcing even larger numbers of troops to lie about who they are. i do not believe that they are so fragile that having a gay person serve next to them will kill them. if a gay soldier is capable and willing to fight for this country. but our government denies him or her the right because the soldier is gay. then it is not the gay soldier who puts our security at risk. we shouldnt be forcing them out just because they are gay or lesbian. gay and lesbian men and women have servedand currently serveour country with honor and distinction. i am proud to stand with them and support the brave gay and lesbian service members who ask for nothing more than a chance to serve their country without hiding who they are. and 92 percent of uniformed personnel who believe they have served with a gay servicemember in the past said their units ability to work together was ""very good."" eightynine percent of our warriors on the front line said the same. servicemembers and their spouses have essentially the same view as the american public: men and women in uniform who are gay should be allowed to serve openly. gay and lesbian personnel have the same values. in the words of one gay servicemember. i believe that the pentagons extensive report regarding dadts repeal speaks for itself the report explained that the majority of the military supported allowing gay members of the armed services to serve openly. the report stated that allowing gay americans to serve openly would not have a substantial impact on troop morale. there are an estimated 66.000 gay and lesbian service members currently on activeduty.","before"
"1713",2010-12-15,"R","CA","we have made this debate about a lot of thingsgay rights. 67 percent of marines in combat units predict working alongside a gay man or lesbian will have a negative effect on their units effectiveness in completing its mission in a field environment or out at sea.","before"
"1714",2010-12-18,"D","CA","dont tell has required gay and lesbian americans to make a choice. he was prepared to deploy to iraq but was turned away and discharged because it was discovered that he was gay. someone reported that he was gay and he was discharged from the army.","before"
"1715",2010-12-22,"D","CA","dont tell policy that has banned gays and lesbians from serving openly in the u.s.","before"
"1716",2011-03-15,"D","CA","a gay rutgers student who jumped off the george washington bridge after being bullied by his peers.","before"
"1717",2011-04-15,"D","CA","a time when students across the country remain silent for the whole day to draw attention to discrimination toward their lgbt peers. lesbian. gay. bisexual. transgender. intersex and questioning youth and their allies face verbal and physical bullying on a daily basis just for being who they are. i am proud to say that in my district queer youth and allies work together to make life better for queer youth. middle schools and high schools in my district host studentrun gaystraight alliances. which create a supportive space so that queer youth do not feel isolated. my district also hosts queer youth conferences and award events that celebrate our queer youth. though many lesbian. gay. bisexual. and transgender advocates and straight allies are silent today.","before"
"1718",2011-05-04,"D","CA","his parents alan and gay williams.","before"
"1719",2011-05-11,"D","CA","he told the ship that i was a feminist and a lesbian that got someone that was on a suspended bust into more trouble.","before"
"1720",2011-05-24,"D","CA","i must raise my extreme disappointment with several sections that were included by the majority that seek to delay and prevent gays and lesbians from serving in uniform.","before"
"1721",2011-07-13,"D","CA","in a conservative area residents received a middleofthenight robocall from the nonexistent ""gay and lesbian push organization."" urging them to support one of the candidates.","before"
"1722",2011-09-21,"D","CA","gay and lesbian soldiers may serve in our army with the dignity and respect they deserve. a leader among gay and lesbian servicemembers. our lesbian. gay. and bisexual servicemembers can finally serve and defend the country they love without the fear of being discharged. as vicechair of the lgbt caucus in congress. not just for the lgbtq community.","before"
"1723",2012-03-15,"D","CA","the bills protections extend to lesbian and gay victims of domestic abuse. is the danger any less real because you happen to be gay or lesbian? fitzgerald is also the first openly gay nominee to a california federal courtan important milestone on the road to equality.","before"
"1724",2012-04-19,"D","CA","a time when students across the country remain silent for the whole day to draw attention to discrimination toward their lgbt peers. lesbian. gay. bisexual. transgender. queer youth and allies work together to make life better. many of our middle schools and high schools in my district host studentrun gaystraight alliances which create a supportive space so that queer youth do not feel isolated. are two of 14 recipients of equality scholarships in honor of their service and leadership within the lgbt community. though many lesbian. gay. bisexual. or transgender youth advocates and their straight allies are silent tomorrow.","before"
"1725",2012-04-26,"D","CA","vawa was expanded to include additional protections for gay and lesbian individuals. lesbian. gay. bisexual and transgendered victims experience domestic violence in 25 percent to 35 percent of relationshipsthe same rate as heterosexual couples. vawa would improve the lgbt communitys ability to access services by explicitly prohibiting grant recipients from discriminating based on sexual orientation or gender identity and by clarifying that gay and lesbian victims are included in the definition of underserved populations.","before"
"1726",2012-05-15,"D","CA","to those in the lesbian. gay. bisexual. and transgender communities.","before"
"1727",2012-05-16,"D","CA","and fails to extend protection to the lgbt americans. and because they rarely miss an opportunity to exclude lgbt americans from important rights and benefits. this republican alternative bill threatens to dismantle this progress by deliberately placing domestic violence victims from lgbt. this bill endangers lgbtq victims by including ""genderneutral"" language that ignores the reality that people are being underserved because of their sexual orientation. this republican alternative bill threatens to dismantle this progress by deliberately placing domestic violence victims from lgbt. cases of lgbt domestic violence had increased by 38 percent. 44 percent of lgbt victims were turned away from traditional shelters. and it does not provide adequate and equal protection for tribal women and the lgbt community. tribal women and the lgbt community of vital protections as this bill does. and the issues are not just for immigrants or the lgbt communityalthough the way the bill before us ignores their pain is shamefulbut also for women on college campuses. lgbt groups. 4970 omits provisions in the senatepassed bill that ensure equal treatment and access to services for lgbt survivors. that leaves lgbt victims out. this legislation on the floor fails vulnerable peoplemembers of the lgbt community. were passing a bill to protect younot so fast in your applause if you happen to be a member of the lgbt community. and the community of lgbt americans will find themselves without the support they would get under the senate version of this legislation. the senate bill prohibits discrimination against gay or transgender individuals in vawa programs. it delivers the reprehensible message that women in the united states are not worthy of protection if they are gay. this republican bill pretends the lgbt community doesnt exist and would allow victim service organizations to discriminate against lgbt victims when they seek help. and yet here we are today debating a partisan bill that weakens critical protections and fails to protect underserved communities like lgbt victims and native american women. weve learned in the past years that lesbian. gay. bisexual and transgender victims experience domestic violence at the same rate as the general population. the senate bill includes important provisions that ensure that services to lgbt victims are explicitly included in vawa grant problems. two provisions deal with gays in the military. and the american people support gays and lesbians openly serving in our military. so this really comes down to protecting discriminatory acts against gays and lesbians in uniform.","before"
"1728",2012-07-18,"D","CA","and gay and lesbian communities are a stark reminder that our work is not done.","before"
"1729",2012-07-31,"D","CA","we protect the lgbt community.","before"
"1730",2012-08-01,"D","CA","the lgbt community.","before"
"1731",2012-09-13,"D","CA","they leave out the gay and lesbian community. fails to protect lgbt individuals when they have problems with abusive partners and have been turned away in the past from shelters because the violence against women act did not cover the lgbt community.","before"
"1732",2012-11-16,"D","CA","to restrict the rights of russias lgbt community.","before"
"1733",2012-12-12,"D","CA","whom i have had the pleasure of working with as a member of capac on antibullying issues and in the fight to ensure that lgbt families are recognized in our immigration laws. ending discrimination against the lgbt community.","before"
"1734",2012-12-20,"D","CA","gay and straight.","before"
"1735",2013-02-06,"D","CA","this is especially true for young gay and bisexual men of color.","before"
"1736",2013-02-07,"D","CA","when some republicans insisted on removing provisions that would provide expanded protections for gay and lesbian individuals and undocumented immigrants who are the victims of domestic abuse.","before"
"1737",2013-02-14,"D","CA","gay rights.","before"
"1738",2013-02-26,"D","CA","and im proud that the people of my district chose to press boldly into the future and make me the first openly gay person of color to serve in the house.","before"
"1739",2013-02-27,"D","CA","and the lgbt community. the substitute that were being asked to vote on excludes lgbt victims. i have a few questions for my colleagues in the house who altered this bipartisan senate vawa bill: why do our lgbt. by reauthorizing the senate version of vawa: we can make sure our lgbt brothers and sisters receive appropriate care when they are victimized. not so fast if youre a member of the lgbt community.","before"
"1740",2013-02-28,"D","CA","or if you happen to be part of the lgbt community. the republican bill discriminates against a woman if she is lesbian or gay or whatever. lgbt. not all women if youre gay. especially those from the lgbt community. lgbt. the house substitute removes all references to ""gender identity"" and ""sexual orientation."" despite clear evidence revealing that domestic and sexual violence affects lgbt victims at equal or greater levels than the rest of the population. the senate version will make sure our lgbt brothers and sisters receive appropriate care when they are victimized. for the lgbt community. including provisions designed to increase the safety of native american women and lgbtw victims. so that the lgbt community and so that native americans could be specifically covered. lgbt.","before"
"1741",2013-04-15,"D","CA","womens rights and gay rights.","before"
"1742",2013-04-18,"D","CA","a time when students across the country remain silent for the whole day to draw attention to the discrimination toward their lgbt peers. im proud of my constituents who are calling for a stop to harassment of lgbt individuals. i am particularly proud of my constituents in watsonville and from the pajaro valley high school for hosting the 16th annual queer youth leadership awards. though many lgbt advocates and their allies are silent tomorrow.","before"
"1743",2013-04-24,"D","CA","sagayn tsezi guh khoseem irents keghetseeg lezvov.","before"
"1744",2013-04-25,"D","CA","including the fact that it fails to address binational eligible lgbt families. to ensure that binational lgbt families are given the same opportunities as everyone else. marvin gaye.","before"
"1745",2013-05-08,"D","CA","it is not a bill about gay rights or gay marriage.","before"
"1746",2013-05-21,"D","CA","speaker: somewhere in des moines or san antonio there is a young gay person who all of a sudden realizes that he or she is gay. ""thanks."" and youve got to elect gay people. not only gays.","before"
"1747",2013-05-22,"D","CA","he also happens to be gay.","before"
"1748",2013-07-08,"D","CA","we will be celebrating the sweet sound of the wedding bells that will be ringing in our district now that our friends and loved ones in the lgbt community. and this decision allows loving gay and lesbian couples to be treated the same as everyone else. or rejection for being gay or lesbian.","after"
"1749",2013-07-10,"D","CA","i rise today to recognize san diegos lgbt pride parade and festival that will take place this weekend. messages of diversity and inclusiveness are at the heart of the lgbt community. im proud to stand with san diegos lgbt community and lgbt men and women across the country in commemorating their history and working for their future success. as we recognize and celebrate our lgbt family and friends. im honored to stand with friends and colleagues to honor the contributions of lgbt americans in san diego and across the country.","after"
"1750",2013-07-18,"D","CA","and lgbt students out in the cold. which would protect lesbian. gay. bisexual. and transgender students across the country from harassment and bullying.","after"
"1751",2013-09-09,"D","CA","and gayle fallon.","after"
"1752",2013-09-18,"D","CA","and it gets better that supports atrisk lgbt youth as well.","after"
"1753",2013-09-28,"D","CA","gay rights.","after"
"1754",2013-09-30,"D","CA","what would the country think of us if we said we are going to shut down the government unless we get gay rights. or what would the country think of us if we said gay rights. get gay rights for 1 year.","after"
"1755",2013-10-30,"D","CA","we extended access to protections for immigrant and lgbt victims.","after"
"1756",2013-11-06,"D","CA","what it essentially did was say that any gay couple that was legally married could not access more than 1.100 federal rights that were accorded to married couples. now some 14 states have legalized gay marriage. that means that most gay. lesbian. and transgender individuals are without critical protections against employment discrimination. live in the 29 states that have not enacted employment protections for gays and lesbians. over 66 percent of people live in the 34 states that have not enacted such protections for transgender individuals. macys transgender status played an impermissible role in the hiring process. then macy revealed her transgender status to the government contractor staffing these positions. regardless of whether the person is gay. or transgender. and for his work in recovering a stolen vehicle."" then he came out as gay. he was called ""tinkerbell"" and ""a worthless queer."" he was described using other phrases that i simply will not say on the senate floor because they are graphic and beyond the pale. as a gay man i never felt equal to my colleagues. it says a person cannot be denied employment because of who that person is: gay. straight or transgender. simply because that person is gay or straight or transgender? he was moving up the ladder until he came out as a gay man. between 15 and 43 percent of lgbt people have experienced discrimination in the workplace or harassment in the workplace as a result of their sexual orientation. twentysix percent of transgender people report having been fired from their jobs because of their gender identity. but more than half of americans still live in states where it is perfectly legal to fire a lesbian. gay. bisexual. or transgender american just because of their sexual orientation or gender identity. does the speaker really think that lgbt americans. why does he think that the lgbt community is going to file frivolous lawsuits? there is not a problem with frivolous lawsuits being filed by the lgbt community in the states that have protective laws. that is because lgbt americans are woven into the fabric of our workplaces.","after"
"1757",2013-11-07,"D","CA","we are about to have a moment in history where we are going to expand opportunities for the lgbt community.","after"
"1758",2013-11-20,"D","CA","gays in the militaryyou can just name them.","after"
"1759",2013-11-21,"D","CA","then i want to say that the senate has addressed the justice issue enda for the lgbt community.","after"
"1760",2013-12-03,"D","CA","when jerry spencer told his family that he was gay. jerry said that after each therapy session he was ""a little more destroyed."" these attempts to change lgbt youth are extremely harmful and can cause depression. which we know make lgbt youth eight times more likely to report attempting suicide. i will introduce the stop harming our kids resolution to encourage other states to pass laws to protect lgbt minors from these harmful and damaging practices.","after"
"1761",2013-12-17,"D","CA","libby was also a fierce advocate for the lgbt community. which sought to ban gays and lesbians from working in californias public schools.","after"
"1762",2014-02-27,"D","CA","but was eventually dishonorably discharged for admitting she was gay during the dont ask.","after"
"1763",2014-03-05,"D","CA","gays in the militaryoh.","after"
"1764",2014-03-25,"D","CA","it does not even recognize the lgbt community.","after"
"1765",2014-04-10,"D","CA","it is a time when students across the country remain silent for a whole day to draw attention to discrimination towards their lgbt peers. our country has made great progress towards more acceptable and tolerance for gay and lesbian individuals. a ninth grade transgender male student at the ark in santa cruz will be one of the emcees for the 17th annual queer youth leadership awards in capitola. though many lgbt students and their allies are silent tomorrow.","after"
"1766",2014-05-22,"D","CA","whether it is campaign finance or gay rights.","after"
"1767",2014-06-19,"D","CA","president obama will extend workplace protections to 14 million lgbt federal contractors. lgbt san diegans are already protected by state law.","after"
"1768",2014-06-25,"D","CA","it is an honor to work with you on lgbt issues and all issues before the congress. marks lgbt pride month. the riots in june of 1969 were a turning point for the lesbian. gay. bisexual. and transgender community and also for all its allies. i am pleased to say two weekends ago i had the honor of being an affiant in the marriage of a loving couple of the lgbt community. and especially the lgbt community. there is no federal law that explicitly protects the lgbt individuals from employment discrimination. has 205 bipartisan cosponsors and will ban all workplace discrimination against the lgbt community. and it will provide the dignity that the lgbt community deserves. i was pleased to hear that president obama has indicated that he is soon to issue an executive order regarding lgbt discrimination. the president has added critical protections to the violence against women act that protects the lgbt community and repeals the decadesold military policy of dont ask.","after"
"1769",2014-09-17,"D","CA","he helped establish the council on religion and homosexuality an organization dedicated to educating religious communities about gay and lesbian issues and stood up to police who attempted to shut down a dance benefit to raise funds for the new organization. reverend williams was also one of the first clergymen to take a stand for samesex couples by presiding over their weddings four decades before todays struggle to legalize gay marriage.","after"
"1770",2014-12-10,"D","CA","lgbt activists in russia.","after"
"1771",2015-01-06,"D","CA","a court filing by the american military partners association explains that: lesbian and gay veterans and their spouses and survivors ... our married gay and lesbian soldiers put their lives on the line for our country the same way other soldiers do.","after"
"1772",2015-01-20,"D","CA","did not see differences because one was disabled or gay or straight.","after"
"1773",2015-04-13,"D","CA","i rise today in support of the house resolution declaring that gay. lesbian. and transgender people should be protected from discrimination under the law. lgbt americans are denied housing and public accommodations. someone can be fired because they are gay. there is an organized push to deny lgbt americans their rights.","after"
"1774",2015-04-16,"D","CA","a day when young people come together to raise awareness for the discrimination that lgbt students face. its similar to having chains placed on your home."" i am a proud sponsor of the student nondiscrimination act and will continue to fight for acceptance and tolerance for lgbt youth. california is a leader in promoting and protecting the rights of our lgbt community.","after"
"1775",2015-04-22,"D","CA","these are their names: george tutunjian harutsun minasian samuel kadiyan dikran karakashian manoug tenkerian mary tenkerian hagop artinian makrouhie tenkerian mihran tenkerian sarkis tenkerian tagouhi hounanian gevork vasilyan hovnan hounanian siranush tatulyan shooshan hounanian lusadzin boghikian karapet orudzhyan zorig hounanian elias hovsepian grace totigianklanian simon klanian azniv totigian mariam minasian tamam kouyoumjian hovhannes kouyoumjian isgouhi kademian khachig kademian arakel gayserian karapet orudzhyan vahan avetikyan hakop semerdjian hagop yeniguveiyian hagop yeniguveiyian garabed kulhanjian vahan jihanian assadour shekherdmian khachik danelian gadarineh danelian makrouhi chavdarian garabed jihanian hovsep sarkissian matteos sarkissian bedros torosian aram achekbashian kegham vanigian mourad zakarian yervant topuzian hagop basmajian smpat kelejian roupen garabedian armenag hampartsoumian apraham mouradian hrand yegavian karnig boyajian hovhannes ghazarian mgrdich yeretsian yeremia manoukian tovmas tovmasian karekin boghosian minas keshishian boghos boghosian hampartsum boyajian janet tufenkjioglu daniel mkitharian takouhi tufenkjioglu ripsime bedoian and margaret bedoian were sisters. aghavnee ohnikian haratyun ohnikian ludwig ohnikian hovsep ohnikian annig ohnikian mardig kebabjian avedis mardiros gertmenian miriam gertmenian rejabian toros chaglassian jivan dedian armenag baghdassarian kevork aslanian nvard terstepanyan tzaghig baghamian manush pananian taguhi doganyan hayrapet doganyan hakop karoyan petros keheyan nazeli keheyan abraham hairbedian khanem dertavitian levon hissarian myram kazarian siranoush arakelian kazar arakelian armenag metchikian garabed varjabedian boghos asharjian boghos asharjian mena ashajian barkev asharjian dikran asharjian vartan demoorjian aharon der melkon nazley sarookeshian fedan shokeyian krikor shalelengian manoog shokeyian sarkis sarookeshishian markarid ounanian shalelengian osgehan shalelengian sirma shalalengian avedis shalelengian bedros tekian krikor dulgarian pilbos der avedisian anahid oundjian vardui gasparian yeghiasar yaylayian hagop yaylayian vosgan topalian antranig hayrabed maritza onnigian nerses shabaglian maritza onnigian lucie ayvazian takouhi khardalian sarkis mavilian nunia mavilian nazely sarookeshian fedan shokeyian levon hissarian zarouhi tchekrekhjian nazaret magarian zarouhi magarian rahel demirjian raffael dertovmasyan levon aharonian aharon aharonian altoon aharonian haygaz simonian hagop beloian hagop beloian yetvart jamgochian vergeen tashjian verone bedrosian smbat byurat derghazarian zumgroot derghazarian zartar arakelian maryam kazarian hovanness yeretzian marian shekerdemian vartan yeretzian kevork vichabian simon simonyan zmrookht simonyan mariam simonyan haroutyun papazian zakaria minassian garabed jingozian zakaria minassian krikor papazian baghdassar karibian mary meuguerditchianapelian zakar ovoian hambardzum khulyan suren hakobyan azatuhi hakobyan vostan baghallian simon hovhannesi achikgiozian hripsime aghvinian hovhanes aghvinian ester maghakian boghos maghakian maghak maghakian mkhoyan asatur hripsime maghakian srpuhi mkrtchyan assadour assadourian yeva hovhannessian ghazaros medzoian sargsian tigran loosatsin medzoian araxi fundukian zaven fundukian mariam aroushian sarkis aroushian gadarine fundukian anahid fundukian elmast medzigian khachig fundukian hagop fundukian khassig fundukian eva fundukian melkon medzigian ludwig medzigian verjin medzigian ara medzigian hovannes altibarmakian horop anoushian zakaryan nerses grigor zohrap movses deirmendjian hovaness toutikian maritsa kyulehyan tadevos karapetyan khatchador boyajian shimavon donoyan anna donoyan avedis chaparian sirak keshishian mardiros toutikian abraham toutikian hovannes knajian armenouhi toutikian harout knajian lucya knajian christeen ter stepanian avak mouradian papken toumaian hagop kalbakian aram jermakyan garabed kaloustian sarkis dadoyan elisabeth partamian nazareth partamian ovsanna kayayan mama banerian onnig khachigian elmonig khachigian onnig khachaturian stepan khachigian elize avakian zabel avakian arousiag avakian setrag avakian mgrditch tashjian boghos mkhitarian iskouhi gabrielian aregnaz markaryan missak mozian haroutyun sarkissian santoukht mozian ansoorian mikael ansoorian yeghia sarkissian khazaros charchian mihran berberian haganoush tarpinian megerdich sarafian george chelabian hakop tersaakyan tatos moloian mikael khachetoorian hamparsoum borzakian mesrob der mesrobian marta avakian karnig tomassian gayane kazarian dikran kazarian ararat kazarian shoushanig donegian haroutune oknayan hagop parsaghian niko zakarian mariam kouyoumjian kevork mardirossian hripsime mardirossian kevork mardirossian makrouhie oknayan khachik oknayan hagop oknayan mihran oknayan manuk oknayan asvadzadour oknayan marie oknayan mousheg khodjhumyan jovannes kabbendjian krakow ouzounian edward bozajian manouk gasparian gazaros tombulyan sarkis gasparian ibrahim louseian ann gasparian ibrahim lousean davit gezalian yegisabet gezalian hrand mikoyan minas chatalian mariam chatalian yestare bedrossian rosa jeboghlian marie balian mikael tarkanian alton derderian esksa.","after"
"1776",2015-04-23,"D","CA","it is an injustice that says lgbt americans shouldnt receive the same rights as everyone else. it is an injustice that the law in many states still says it doesnt matter how committed lgbt relationships are or how much in love they are. it is an injustice in the law that says lgbt americans cannot and should not be able to get married. and that should include lgbt americans. what we have is an incomplete patchwork map of rights for lgbt americans. lgbt americans can be fired in 28 states simply for being who they are. and pennsylvaniaan lgbt american can get married to their partner. but until we recognize that lgbt americans are entitled to all of the same rights and protections as anyone else. full legal equality for lgbt americans will be incomplete. there will be a day when both of these maps are combined and show that lgbt americans are receiving full and equal protection under the law.","after"
"1777",2015-05-13,"D","CA","transgender rights.","after"
"1778",2015-06-09,"D","CA","my amendment would make a simple change to the text of the bill but make an important difference in the lives of lgbt americans across the country. only 18 states and the district of columbia have nondiscrimination protections for lgbt communities in sexual orientation and gender identity in both employment and housing. that means that in a number of states an lgbt individual can get married in the morning and fired from his or her job or denied an application in the afternoon for no other reason than the change in marital status. millions of americans will celebrate the vibrant diversity of the lgbt communities who are enriching our society. we can help provide at least a small window of equality for all members of the lgbt community by passing this amendment.","after"
"1779",2015-07-07,"D","CA","and they embody what the lgbt community has pursued for decades: equality under the law.","after"
"1780",2015-07-14,"D","CA","june may be lgbt pride month. lgbt individuals still do not have workplace or housing protections in many states. many lgbt students arent protected from bullying in schools. and transgender individuals.","after"
"1781",2016-01-07,"D","CA","especially against lgbt americans. regardless of whether they are gay or straight. regardless of whether they are gay or straight. i wrote a letter to the members of the schools gaystraight alliance and told them that i wished i could be there on monday to protest alongside of them.","after"
"1782",2016-03-01,"D","CA","eightyone percent of students who identify as lgbt were bullied last year based on their sexual orientation.","after"
"1783",2016-03-02,"D","CA","particularly for our lgbt brothers and sisters. his leadership and advocacy for the lgbt community spanned decades and began in a time where it was far less politically or socially acceptable to do so. george was a member of the first openly gay and lesbian association. this vanguard organization advocated for the advancement of the rights of lgbt individuals at a difficult time in our nations history. another prominent lgbt rights activist. the palm springs police department lgbt outreach committee. george was a contributor for the lgbt publication. george played a key role in advocating for laws that protect the lgbt community locally and statewide. he also collaborated with other local lgbt groups. the lgbt center.","after"
"1784",2016-04-12,"D","CA","i rise today to speak about the hateful and discriminatory legislation targeting transgender people that is sweeping through state legislatures. there is antitransgender legislation pending before legislatures in illinois. tennessee is one of the few states that does not allow a transgender person to change their birth certificate. it is ultimately a loselose for transgender people. this bill would cause very real emotional harm and put transgender young people in physical danger if they are required to use genderinappropriate restrooms and locker rooms. these anti -transgender bills in the states are rooted in fear. and deeply misguided notions about who transgender people are. i speak today as a member of congress and as a proud grandfather of a granddaughter who is transgender.","after"
"1785",2016-04-13,"D","CA","bill became the first openly gay man to be elected to the los angeles city council. he became a fearless supporter of the los angeles lgbt community.","after"
"1786",2016-04-15,"D","CA","i rise for the 14th consecutive year in order to speak out on behalf of the lgbtq youth community. a young transgender student in my district. my colleagues stand where i am and lend their voices to the support of the lgbtq community.","after"
"1787",2016-04-28,"D","CA","and parents will be reading the book ""i am jazz."" a childrens book about transgender youth. legal threats from the antilgbtq hate group forced a school in wisconsin to cancel plans to read this book to support a transgender student. this is called transgender. and i heard the word ""transgender"" for the very first time.","after"
