"","date","party","state","text"
"1794",2016-04-29,"R","TX","there are statistics that indicate transgender may be threetenths of 1 percent."
"1795",2016-05-12,"D","TX","scribner is under attack for from austin is by trying to protect transgender students. transgender students are allowed to use the bathroom and locker room of their choice. it says that students who do not feel comfortable using a bathroom with a transgender student are provided a reasonable and safe accommodation for them as well. many transgender students simply cannot use the restroom or locker room of the gender they were assigned at birth. asking transgender students to use a separate restroom. transgender students should not also have to face bullying from government officials. allowing transgender students to use the correct restroom is just telling them that they can use the restroom like anyone else. restricting restroom access for transgender students goes against the consensus of medical professionals and mental health experts. and antilgbt legislation across the united states. the fight for lgbt equality has seen tremendous progress."
"1796",2016-06-07,"R","TX","we have had some interesting discussions here on the floor in recent days about transgender as a topic and as individuals of interest. the best expert in the world on the issue of transgender is the former head of psychiatry at johns hopkins. it is entitled ""transgender surgery isnt the solution: a drastic physical change doesnt address underlying psychosocial troubles."" since there are so many people who have opined on this subject who have not dealt seriously with the issue. it seemed like it would be helpful to read from this article that was written by what one transgender explained was a great article by whom he thought was the worlds leading expert on transgender issues. especially those who have transgender as an issue. says: ""the government and media alliance advancing the transgender cause has gone into overdrive in recent weeks. department of health and human services review board ruled that medicare can pay for the reassignment surgery sought by the transgenderedthose who say that they dont identify with their biological sex. earlier last month defense secretary chuck hagel said that he was open to lifting a ban on transgender individuals serving in the military. ran a cover story for its june 9 issue called the transgender tipping point: americas next civil rights frontier. ""yet policymakers and the media are doing no favors either to the public or the transgendered by treating their confusions as a right in need of defending rather than as a mental disorder that deserves understanding. this intensely felt sense of being transgendered constitutes a mental disorder in two respects. it has gone from calling transgender a mental disorder to calling it a dysphoria. and says: ""the transgendered suffer a disorder of assumption like those in other disorders familiar to psychiatrists. with the transgendered. mchugh goes on: ""for the transgendered. here rests the support for transgender equality. advocates for the transgendered have persuaded several statesincluding california. from striving to restore natural gender feelings to a transgender minor. mchugh goes on and says: ""you wont hear it from those championing transgender equality. when children who reported transgender feelings were tracked without medical or surgical treatment at both vanderbilt university and londons portman clinic. and he says: ""we at johns hopkins universitywhich in the 1960s was the first american medical center to venture into .sexreassignment surgerylaunched a study in the 1970s comparing the outcomes of transgendered people who had the surgery with the outcomes of those who did not."" i will insert parenthetically that i remember reading that johns hopkins medical center had been the first hospital in the united states to begin doing sex change operations back in the 60s. he goes on and points out in his article: ""a 2011 study at the karolinska institute in sweden produced the most illuminating results yet regarding the transgendered. the transgendered began to experience increasing mental difficulties. their suicide mortality rose almost 20fold above the comparable nontransgender population. this disturbing result has as yet no explanation but probably reflects the growing sense of isolation reported by the aging transgendered after surgery. i know there are people on the floor that are pushing for civil rights equality for the transgender and to let them go into whatever restrooms they feel like represents the gender they are at that particular time. [ 1945 i know there is nobody on the other side of the aisle who has been pushing this issue that wants people to commit suicide at 20 times the rate of nontransgendered people. i dont believe our president wants people to commit suicide at 20 times the rate of nontransgendered people. he says: ""there are subgroups of the transgendered. these are the transgender subjects most like anorexia nervosa patients: they become persuaded that seeking a drastic physical change will banish their psychosocial problems. may encourage these young people to distance themselves from their families and offer advice on rebutting arguments against having transgender surgery. that is what one transgendered gentleman who has had the sex change operation and knows more about transgender than any m.d. a better way to help these children: with devoted parenting."" this psychiatrist says: ""at the heart of the problem is confusion over the nature of the transgendered. the titular head of the lgbt movement. and fury surrounding the transgender bathroom debate by threatening schools with loss of federal funding unless they allow students to join the sexsegregated restroom. without regard to biological reality: ""i know firsthand what it is like to be a transgender personand how misguided it is to think one can change gender through hormones and surgery."" walt heyer says: ""his action."" talking about president obama. ""comes after weeks of protest against the state of north carolina for its socalled antilgbt bathroom bill. i know firsthand what it is like to be a transgender personand how misguided it is to think one can change gender through hormones and surgery. ""and i know that the north carolina bill and others like it are not antilgbt."" he says: ""l is for lesbian. the bill is not antilesbian because lesbians have no desire to enter a stinky mens restroom. lesbians will use the womens room without a second thought. ""g is for gay. gay men have no interest in using womens bathrooms. ""b is for bisexual. the b in the lgbt have never been confused about their gender. a transgender person with a birth certificate that reads female uses the female restroom. the law is not antilgbt. he says: ""what has arisen is a new breed emerging among young people that falls outside the purview of the lgbt: the gender nonconformists. the gender defiant individuals are not like traditional transgender or transsexual persons who struggle with gender dysphoria and want hormone therapy. coming from a transgender individual who had sex change surgery. he goes on to say: ""under the cover of the lgbt. the gender defiant individuals are not like traditional transgender or transsexual persons who struggle with gender dysphoria and want hormone therapy. he says: ""under the cover of lgbt. i doubt that the people in this room that have been using transgender as a football will go back like the swedish study or the johns hopkins study did and see the damage that has been done. ""americans agree that while we should be sensitive to transgender individuals. especially when transgender persons can be accommodated in other ways. there have been numerous cases in recent years of men either crossdressing or claiming to be transgender in order to access womens bathrooms and locker rooms for inappropriate purposes. christopher hambrookwho faked being a transgender person named jessicawas jailed in toronto. there are people who will abuse transgender policies. its transgender directive goes much farther and actually requires biological male students who identify as female to be granted unfettered access to womens and girls showers at school gyms. the desire to accommodate others discomfort is no reason at all to prevent transgender people from accessing the intimate facilities of their choice. the directive prevents schools from requiring transgender people to have surgery. ""the interests and desires of transgender persons. there are ways of accommodating transgender people with private facilities without endangering and silencing women who could be hurt by policies allowing anyone unfettered access to their lockers. and now the va proposes covering surgeries for transgender vets. one thing is imminently clear: the issue of transgender is not based on biological science. there is only one science that this whole transgender issue before the congress is based on."
"1797",2016-06-09,"D","TX","i also want to thank my staff and the many members of the lgbt caucus for helping us to produce h. this is the original lgbtq pride month resolution. i am proud to align myself and proud to call myself an ally of the lgbt community. we still have 28 states that allow someone to be fired for being gay. lesbian. or bisexual. that includes people who happen to be a part of the lgbtq community. a person who is openly gay. the original lgbtq pride month resolution. and that we must bring the lgbtq community within the purview of all that others enjoy and take for granted as a matter of course."
"1798",2016-06-10,"R","TX","this administration had the va announce that the department of veterans affairs has now proposed covering transitionrelated surgeries for transgender veterans in the near future under a proposed rule change. was still working with thembut one transgender gentleman that had had the sex change in his forties had told me dr. mchugh knows more about transgender than anybody. he cites in his article printed in the wall street journal about a 2011 study at the karolinska institutet in sweden produced the most illuminating results yet regarding the transgendered evidence that should give advocates pause. he is talking about advocates for transgender agenda that is even being pushed here in congress. the transgendered began to experience increasing mental difficulties. their suicide mortality rose almost 20fold above the comparable nontransgender population. this disturbing result has as yet no explanation but probably reflects the growing sense of isolation reported by the aging transgendered after surgery."
"1799",2016-06-14,"D","TX","we will also bring to the floor the lgbtq pride month resolution. and those members of congress who consider themselves allies of the lgbtq community. this will afford you an opportunity to speak of your concern and to express your love for the lgbtq community. and the lgbtq community should not be alone and is not alone. and that includes the lgbtq community. and that includes the lgbtq community. lgbt pride month. lgbt pride month. i greatly appreciate what you have said about the lgbtq community. i appreciate what you have said about the lgbtq community. this is the lgbtq pride month legislation. this resolution is one that speaks to the accomplishments and the successes of the lgbtq community. this is an accomplishment that the lgbtq community as well as other communities and all should celebrate. because he now is the first openly gay secretary of the army. i am proud to announce that 2012 was the first year that all 50 states had at least one lgbtq elected official. this is what is happening with the lgbtq community by having elected officials in all 50 states who can say ""i am proud to be who i am."" who can be authentic. there are still some places in this country where members of the lgbtq community are discriminated against openly and notoriously. twentyeight states still allow someone to be fired for being gayfor that alone. you can be fired for being a transgender person. if someone believes or concludes or has evidence that you are a part of the lgbtq community. it is time for us to extend all of the liberty and justice that i and others might have to the members of the lgbtq community. this is what allies of the lgbtq community will call to the attention of persons on occasions such as this. i am also proud to tell you that we who are allies of the lgbtq community are of the opinion that we can make some of these changes. because we are allies of the lgbtq community. i want the record to reflect that there were a good many people of goodwill who said to the lgbtq community: you are not alone. there will be justice for the lgbtq community. he explained that the muslim community respects the lgbtq community. so there are persons across the spectrum who are supporting the lgbtq community. i want my statement to reflect that there are those of us who came together and said to the lgbtq community: you are not alone. and i know that they will do what they can at an appropriate time to make sure that the lgbtq community understands and knows that the community is not alone."
"1800",2016-06-16,"R","TX","mateen has also had a history of anger toward members of the lgbtq community. mateen had visited the gay bar before. whatever his reasons for going to the gay bar before. it was widely reported that it was at a gay bar. there are a great many democrats who are fond of calling themselves champions of the lgbt community."
"1801",1987-10-15,"R","UT","and the famous enola gay."
"1802",1988-03-25,"R","UT","the same senators who are now responding to the gay communitys complaints about the amendment by the senator from north carolina have turned a deaf ear for the last year and a half as we have faced precisely the same issue and they have turned a deaf ear for the last year and a half to the farmers of this country who have complained about the board duplicating efforts already under way at the epa."
"1803",1988-04-28,"R","UT","and i call that the enola gay syndrome. center for disease control""-approxmately 70 percent of those who are infected by aids are homosexual or bisexual males. i think it would be a wonderful thing if we can pass this bill and help lead to the solution to the problems of aids and help homosexual males or bisexual males. and the principal people who need it are homosexual and bisexual males. then it is not just homosexual and bisexual males who are going to be affected."
"1804",1988-07-12,"D","UT","in begay versus united states."
"1805",1990-02-08,"R","UT","washington times had an article entitled ""skinheads linked to gay bashing sprees in rochester."" the article said: a looseknit gang of teenagers from affluent families may have been responsible for as many as two dozen gay bashing attacks in a city park since last summer. ""gay bashing is when we lure a gay guy into our path and jump him. washington post reported on a similar gaybashing incident in rock creek park here in washington. it may be that some will try to use this data to call for gay rights legislation. is that i think gay groups may very well think that this may be a prelude to civil rights legislation for them."
"1806",1990-03-01,"R","UT","bisexual or heterosexual person in any voluntary program or activity that educates. parents may find that a volunteer is a homosexual or bisexual. if a person makes a selfdeclaration that he or she is a homosexual or a bisexual. i want to make it clear that i think of all people in this body that the distinguished senator from colorado would be the last to participate in what i would call gay bashing. big brothers merely asks if an individual made a selfdeclaration that he or she was a homosexual or a bisexual. this amendment allows an individual to proclaim that another individual is a homosexual or bisexual."
"1807",1990-05-14,"R","UT","the aids increases in 1988 and 1989 in homosexual and bisexual males. homosexual or bisexual men. so it is not just among homosexual and bisexual men and women. sixty percent of infected adults are homosexual or bisexual. sixty percent of infected adults are either homosexual or bisexual.. homosexual or bisexual men who are noniv drug abusers represent 10 percent of the aids cases in hispanic males. transmission during the early part of the epidemic occurred through bisexual or homosexual conduct and contact."
"1808",1990-05-15,"R","UT","the chart shows that in 1989 there were 18.804 reported cases of aids among homosexual and bisexual men. these numbers show that the total number of reported aids cases is still primarily found among homosexual and bisexual men. was bisexual."
"1809",1990-05-16,"R","UT","such as the enola gay."
"1810",1990-06-05,"D","UT","in begay versus u.s.."
"1811",1990-07-11,"R","UT","i also think of the beautiful lady that senator helms office had me meet who was exposed to the hiv virus because a doctor did not tell her that her husband was bisexual."
"1812",1991-06-04,"D","UT","also most cases of aids victims were among gay men and iv usersnow. new cases of aids among gay men rose by 11 percent compared to a 36percent increase among heterosexuals and newborns."
"1813",1993-08-02,"R","UT","regardless of where you are on gay rights."
"1814",1994-03-22,"R","UT","gayman v."
"1815",1994-04-14,"R","UT","gayman= v."
"1816",1994-09-21,"R","UT","i am talking about things like gay pride month sponsored by the los angeles unified school district featuring things like bulletin boards and school assemblies organized expressly for the purposes of legitimizing homosexuality."
"1817",1995-05-26,"R","UT","take a gay rights group like act up."
"1818",1995-07-26,"R","UT","we now know that aids is not a gay disease."
"1819",1996-05-01,"R","UT","gayle aldred."
"1820",1996-09-06,"R","UT","washington post reported that a loudoun county teacher and coach had starred in gay pornographic videos. it opens up a massive federal role in employment matters with regard to gay and lesbian people. i do not want to see gay and lesbian people discriminated against. some way of encouraging people in our country to be fair to gays and lesbians in our society."
"1821",1996-09-10,"R","UT","i worked hard with the distinguished senator from massachusetts to pass aids bills and do other things that benefit people who are gay and lesbians."
"1822",1998-02-11,"R","UT","- what should be the status of the asexuallyproduced totipotent cells? some have expressed the belief that asexuallyproduced totipotent cells are."
"1823",1998-10-15,"R","UT","distinct varieties of asexually reproduced plants. plant patent owners are rewarded for their ingenuity with a limited monopoly that allows them to prevent others from asexually reproducing the plant or selling or using a plant so reproduced. plant parts) derived from unauthorized asexually reproduced plants."
"1824",2000-06-20,"R","UT","or gay. or gays. or gay. or gays."
"1825",2000-06-27,"R","UT","navajo nation president kelsey begaye and vice president taylor mckenzie put the resources of the nation to work for the countless navajo miners and millers."
"1826",2000-07-19,"R","UT","which paul hadso lonely and so gay."
"1827",2002-03-15,"R","UT","opponents ignore judge pickerings record on gay issues. national gay republican organization. including gay and lesbian americans. two key cases from 1991 and 1994 demonstrated pickering has followed the principle of equality under the law for gay americans going back over a decade. an antigay citizens group in the town of ovett. a lesbian community being built by a lesbian couple."
"1828",2002-06-10,"R","UT","who was gay. who was gay. state prosecutors are pursuing capital charges against two brothers charged with murdering a gay couple. do i think gay people ought to be attacked."
"1829",2004-05-21,"R","UT","as a bisexual. and his who is gay. gay partner."
"1830",2004-07-09,"R","UT","part of which are hate crimes against gay people. and i do not believe that what some people have done to gay people in our society is relevant or right."
"1831",2004-07-12,"R","UT","let alone homosexuals in our society or gay people. there is no question that i do not believe in discriminating against gays. i believe gay people ought to be able to do whatever they believe they should in the privacy of their own homes. even though i know my gay friends do. states that prohibit a gay partner from being able to go into an intensive care unit and care for his or her gay partner? does it mean a gay person cant benefit from the laws of estates and trusts? does it mean they cant buy insurance for their gay partncr? gay people have a right to be free. to resolve these problems i have been mentioning here that are problems for gay people that ought to be resolved."
"1832",2004-07-13,"R","UT","i think gay people have a right to their lifestyle. but what happens when a gay couple moves from massachusetts to south dakota and seeks to have its union recognized? those making these slanderous accusations are well aware that many of those in favor of an amendment have frequently pursued legislation to protect the rights of gay citizens. our attempts to protect traditional marriage laws have nothing to do with the private choices of gay and lesbian citizens. one of the .leading gay rights organizations. another gay rights organization. and that is that gays should listened with great interest to the dehave a right to their own way of living. i bei would certainly stand up to try and lieve there are many sincere positions do what is right and fair for gay people being advocated on this floor on really in our society. will have to recog- solemn responsibility that we hold in nize gay marriage."
"1833",2005-03-10,"R","UT","matt mcghie and amy gaynor our thanks for their contributions during this long trip."
"1834",2006-06-11,"R","UT","let alone gays and lesbians. against gays and lesbians. who was stabbed to death for being a transgender woman. gay when gay went on a shooting rampage in a gay bar. the crimes against gays and lesbians are being prosecuted."
"1835",2006-12-08,"R","UT","soldiers in iraq and afghanistan are gods punishment for americas tolerance of gays and lesbians."
"1836",2007-07-30,"R","UT","state statutes and state judicial precedents at the time also favored the heterosexual father over the bisexual mother."
"1837",2009-03-19,"R","UT","harvard denied such access in protest of the militarys exclusion of openly gay servicemembers."
"1838",2010-03-24,"R","UT","we have offered a bill that would allow the people of the district of columbia to exercise the same right that has been exercised by 31 states with respect to the issue of whether there would be gay marriage in their jurisdiction. this bill does not take any position with respect to gay marriage."
"1839",2015-04-27,"R","UT","reported last year that the arizona rfra ""would have permitted businesses in the state to deny service to gays and lesbians for religious beliefs."" i explained how rfra works to make crystal clear that this claim is false."
"1840",2015-06-04,"R","UT","linda gay."
"1841",2015-10-22,"R","UT","they once asked the famous spitball pitcher gaylord perry if he put a foreign substance on the ball."
"1842",1981-03-06,"D","WV","gaylord nelson."
"1843",1981-03-10,"D","WV","the republican committee was chaired by senator ted stevens and the democratic committee was chaired by senator gaylord nelson."
"1844",1983-06-06,"D","WV","gaydos."
"1845",1983-06-28,"D","WV","from fort gay."
"1846",1983-08-01,"D","WV","gaydos."
"1847",1983-11-03,"D","WV","said that the lectionary is ""often inaccurate and sometimes written in a poor and inadequate linguistic style."" and that its jabs at inclusive reference to the deity make god bisexual rather than asexual."
"1848",1984-01-26,"D","WV","gaylord meloy."
"1849",1984-03-13,"D","WV","gaydos just spoke to that has been introduced and sponsored by the congressional steel caucus."
"1850",1984-04-26,"D","WV","she seemed so gay."
"1851",1984-06-07,"D","WV","gaydos."
"1852",1987-10-01,"D","WV","and the furnishings consisted of gaycolored carpets."
"1853",1987-11-13,"D","WV","by some queer twist of fate. much gayety."
"1854",1990-02-22,"D","WV","and hilda gay legg."
"1855",1990-05-17,"D","WV","and further the ada bill states clearly that homosexuality and bisexuality are not impairments or disabilities."
"1856",1990-05-23,"D","WV","gaydosl mr."
"1857",1992-05-05,"D","WV","another example of executive branch wasteful spending is: a comparison of the roles of intra and intersexual selection in the evolution of sexlimited mimicry of two swallowtail butterflies."
"1858",1992-05-06,"D","WV","an exotic example of executive branch pork: a comparison of the roles of intra and intersexual selection in the evolution of sexlimited mimicry of two swallowtail butterflies."
"1859",1992-05-21,"D","WV","i should not fall to mention a comparison of the roles of intra- and intersexual selection in the evolution of sexlimited mimicry of two swallowtail butterflies."
"1860",1992-07-02,"D","WV","and a comparison of the roles of intra and intersexual selection in the evolution of sexlimited mimicry of two swallowtail butterflies."
"1861",1993-10-21,"D","WV","man from the same senators who are now gaying that the conference report should be filibustered."
"1862",1995-02-16,"D","WV","how do you know what i am going to gay?"
"1863",1995-07-25,"D","WV","i rise today to honor frank gaylord. this memorial will surely be frank gaylords masterpiece and gain enormous acclaim. is not what gaylord. gaylord knows these emotions. the first part consists of 19 soldiers which gaylord sculpted. and talents of frank gaylord and other u.s."
"1864",1996-09-10,"D","WV","reading from page 46: many of the gay marriages have been performed by religious groups formed specifically for the gay. lesbian and bisexual faithful. a few are openly supportive of gay marriages or unions. the unitarian universalist association now affirms the growing practice of some of its ministers of conducting services of union of gay and lesbian couples and urges member societies to support their ministers in this practice. even the religions that are most prominently opposed to gay marriages have clergy who perform gay marriage ceremonies. the roman catholic church firmly opposes gay marriage but its celebrated priest. which repealed local ordinances that provided civil rights protections for gay persons and which prohibited all legislative. and in other areas of governmental action adversely affecting gays."
"1865",1996-09-20,"D","WV","james gay jones of glenville."
"1866",2000-07-10,"D","WV","but they outdid the sparkling waves in glee: a poet could not but be gay."
"1867",2000-07-24,"D","WV","the gay will laugh when thou art gone."
"1868",2000-10-05,"D","WV","and to seek was gay. many gay people throughout common ground in order to serve the the united states felt less safe on our common good."
"1869",2000-10-24,"D","WV","kornegay of north carolina in the early 1960s."
"1870",2001-03-20,"D","WV","but they outdid the sparkling waves in glee: a poet could not but be gay."
"1871",2002-02-25,"D","WV","the gay will laugh when thou art gone."
"1872",2004-01-21,"D","WV","no ball gayne ever changed the course of history."
"1873",2006-04-07,"D","WV","gayly and gallantly arrayed!"
"1874",2007-03-20,"D","WV","gay young friskers."
"1875",2007-12-19,"D","WV","christmas where children are hopeful and gay."
"1876",2010-03-19,"D","WV","thou art so gay."
"1877",2011-02-03,"D","WV","my wife gayle."
"1878",2011-04-05,"D","WV","gayle and i and all west virginians pray for continued strength and courage for the families who lost loved ones on this sad day a year ago."
"1879",2011-07-27,"D","WV","my wife gayle and i send our prayers and thoughts to cadet bowers mother ginger."
"1880",2011-10-12,"D","WV","my wife gayle and i consider ourselves extremely lucky to have even known a man of his caliber."
"1881",2011-11-16,"D","WV","gayle and i are keeping his wife pauline and the entire jackson family in our hearts and prayers."
"1882",2012-05-24,"D","WV","my wife gayle and i will keep bills entire family in our thoughts and prayers."
"1883",2012-06-29,"D","WV","my wife gayle also served as chairwoman of marion countys united way."
"1884",2013-01-23,"D","WV","my wife gayle and i extend our deepest sympathy because we are part of that family."
"1885",2013-02-13,"D","WV","chuck and victoria would sometimes visit gayle and me at the governors mansion."
"1886",2013-02-27,"D","WV","and gayle and i join his family and friends in celebrating his long and distinguished pursuit of justice."
"1887",2014-02-12,"D","WV","gayle."
"1888",2014-04-08,"D","WV","my wife gayle."
"1889",2014-05-13,"D","WV","gayle and i join them and all west virginians in mourning the loss of these heroic men."
"1890",2015-11-03,"R","WV","was forced by his teachers in his public high school to attend a lesbian. gay. bisexual. transgender club."
"1891",1981-01-22,"D","WI","gaylord nelson."
"1892",1981-04-02,"D","WI","gaylord nelson was one of the finest persons who ever served in the senate. gaylord nelson was defeated last novenber by an eyelash. gaylord nelson has class."
"1893",1981-06-25,"D","WI","when gaylord nelson from wisconsin said."
"1894",1981-07-14,"D","WI","let me gay this to my republican colleagues."
"1895",1981-07-28,"D","WI","gaylord freeman."
"1896",1981-09-21,"D","WI","gay~) on that date."
"1897",1981-11-09,"D","WI","and wherever it gays ""the president"" knock it out and substitute for that simply ""the board of governors shall do it."" and they had better do it because if they do not do it the congress of the united states can abolish the federal reserve board."
"1898",1982-04-22,"D","WI","gaylord nelson."
"1899",1982-06-09,"D","WI","but gaylord nelson who served with great distinction in this body for 18 years as my wisconsin colleague has done far more than anyone else to translate that concern into action."
"1900",1982-06-23,"D","WI","noel gayler to develop a means to achieve deep cuts in nuclear weapons that would be both politically and technically feasible. just who is admiral gayler? the answer to all of these questions is a resounding ""yes."" admiral gayler. i wish to quote briefly from admiral gaylers statement and then have the entire statement printed in the record. i ask unanimous consent to have printed in the record the article by admiral gayler first published by the new york times."
"1901",1983-06-15,"D","WI","many of the retired military officials who no longer feel the tug of a presidential leashpeople such as admiral rickover and admiral gaylor."
"1902",1983-11-02,"D","WI","as follows: addabbo andrews (nc) applegate archer aucoin bates bedell bennett bosco boucher boxer brooks brown (co) bryant burton (ca) carper carr clay collin~s conte conyers craig crockett dannemeyer daschle de la gara dellums derrick dingell dixon donnelly dorgan dowdy downey durbin dymally early fekart edgar edwards (ca) evans (il.) fazio ferraro fields florio ford (m i) frank garcia gaydus geidension gibbon.."
"1903",1984-03-27,"D","WI","stones weekly arote i hut ""meven maverrk 1)rimnilit eongeatihalleniged nuclear gliewgay."" that wan in jtuly."
"1904",1984-06-18,"R","WI","and interior drainage facilities for gays mills."
"1905",1985-04-26,"D","WI","in adding long island to apostle islands national lakeshore we would further the efforts of senator gaylord nelson."
"1906",1985-06-12,"D","WI","senator gaylord nelson from my state was going to offer an amendment to the gulf of tonkin resolution guaranteeing that that resolution could not be used to support the introduction of troops in vietnam. six months later bill fulbright came to gaylord nelson and he said. ""gaylord."
"1907",1985-07-10,"D","WI","of course i am talking about gaylord nelson. everyone who served in this body prior to 1981 knows of the many contributions made by gaylord nelson. but the great thing about this aukofer article is not in a recitation of what gaylord nelson accomplished in his 18 years as a u.s."
"1908",1986-02-07,"D","WI","on january 28 archbishop francois gayot proclaimed: ""we protest strongly against this brutal and blind repression that was carried out against the population of cap haitian."" where two children and a 50yearold man were killed."
"1909",1986-10-08,"D","WI","1019 pays tribute to former senator gaylord nelson who sponsored the original apostles legislation in 1970 and finished his plan for the lakeshore."
"1910",1987-03-23,"D","WI","there was senator gaylord nelson who more than any other figure in public life brought on the age of environmental protection."
"1911",1987-06-15,"D","WI","senator gaylord nelson from my state was going to offer an amendment to the gulf of tonkin resolution guaranteeing that that resolution could not be used to support the introduction of troops in vietnam. six months later bill fulbright came to gaylord nelson and he said. ""gaylord."
"1912",1987-11-09,"D","WI","man is a queer looking gink who uses what brains he has to get himself into trouble with and then blames it on the fates."" that description reminds me of a number of my colleagues from time to time as they eagerly seek to pursue policies which would use a military option first."
"1913",1990-03-27,"D","WI","i am proud that earth day was originated by former wisconsin senator gaylord nelson in 1970."
"1914",1991-04-17,"D","WI","senator gaylord nelson realized the value that a nationally organized series of events like the powerful campus teachins directed at the vietnam war could have in placing the issue of the environment on the national agenda he announced his proposal for a national earth day to be held the following year and he drew together talented young people to organize the event."
"1915",1991-06-27,"D","WI","he served the people of wisconsin alongside senators bill proxmire and gaylord nelson."
"1916",1993-02-04,"D","WI","gay individuals. you to do ev- it is simply wrong to create special rules residentelect or circumstances for the gay. will we see special ve this action army units exclusively of gays or perhaps an ative effect on air force wing manned by gays? as a person i would not want to serve in a military that has special rules for gays. i would not want to rely on an individual or group that i knew to be gay."
"1917",1993-03-30,"R","WI","""with liberty and justice for all."" i call upon members in the house of representatives to try to make sure we find a policy which truly provides justice for all on this issue of gays and lesbians in the military."
"1918",1993-05-10,"R","WI","let me illustrate: when president clinton decided to lift the ban on gays in the militaryour capitol."
"1919",1993-06-30,"D","WI","senate that used to be held by senator gaylord nelson."
"1920",1993-09-09,"D","WI","i rise to support the amendment of the senator from california which strikes the provisions of the bill before us which codifies the ban on gays and lesbians in the military and substitutes a senseofthesenate. we would be assessing the wisdom of allowing and encouraging the continued waste of the 491 million scarce and valuable training dollars used by the military to retrain those who replaced the 17.000 gay and lesbian service members discharged on the basis of their homosexuality between 1980 and 1990. and she achieved most of this as an openly lesbian servtoo vasasmw. that the findings of the armed services committee hearings and the concluslona drawn asevidenced by the presidents and this bills policy regarding the ban on gays and lesbians in the military. a policy that tresa gay or lesbian service members unequally. the courts in evaluating an equal protection claim would require the govermaneet o prove that its discrimlatory practices regarding gay and lesbian seldere ts rationally related to a legitimate government interest."
"1921",1993-09-28,"R","WI","the debate over allowing gay people in the military raises many difficult issues. our military has always struggled between the history of heroic contributions by gay and lesbian soldiers and the premise that homosexuality could not be allowed in the military setting. further capricious has been the militarys use of a lesbian charge as a vehicle against the advancement of women in the military. american military history is also filled with examples of gay soldiers providing exemplary service. yet for gay citizens. the difference now is this: society at large is only beginning to recognize the blatant prejudice against gay people that lies behind. the costs of discriminating against gay soldiers already have had an added dimension that goes beyond the personal trauma that blacks and victims of racial or religious prejudice have had to face. they had discovered personal correspondence and magazines indicating he was gay. the accomplishments of these members simply evaporate in the face of a single question pertaining to their private life that is unrelated to their potentialwhether or not they are gay. we cannot put a price on traumas imposed on gay soldiers and their loved ones for careers spuriously truncated. * * * legislating someones version of morality is exactly what we do by perpetuating discrimination against gays. in praotics we are telling gay people who want to serve their country that they can only do so by denying who and what they are not only publicly and professionally. which runs short of fully ending discrimination against gay people in the military. as evidenced by the number of even just the admitted gay people who have been serving in the military. ""we do not ban gay and lesbian persons from becoming pastors in our church. is that they almost inevitably did serve with colleagues who were gay. perhaps bearing in mind commonly held stereotypes of gay people. they probably just did not know they stood and perhaps fought beside gay colleagues who chose to keep their private lives to themselves. thus they had no basis upon which to judge what it might be like to serve with gay soldiers. fred pecks heartfelt testimony about the gay ban a few weeks ago. wherein he notes his concerns about his gay sons joining the marines. the implied disintegration of training and order in the face of what can only be raw prejudice underlines a potentially serious problem of military leadership rather than any shortcoming of a gay soldier or the community from which he comes. my accomplishments stood to become totally irrelevant next to the single question of whether or not i was gay. so we must now take the first step that this compromise offers for gay participation in military service."
"1922",1993-11-03,"R","WI","he would not let scouts help in the golden gate park in san francisco because the scouts have a policy of not allowing gays as scoutmasters."
"1923",1994-03-10,"D","WI","gaylord nelson."
"1924",1994-03-11,"R","WI","to fulfill pledges to abortion rights and gay advocacy groups upon inauguration."
"1925",1995-08-03,"D","WI","some of these programs were started on a bipartisan basis by people like mel laird and gaylord nelson."
"1926",1995-09-18,"R","WI","it is no longer unique to the gay community."
"1927",1995-09-29,"D","WI","i want to take this opportunity to extend congratulations to gaylord nelson. gaylord nelson receives this award in recognition of his lifelong commitment to leadership on issues of environmental protection. gaylord nelson began his political career in 1948. gaylord nelson affected significant change for the ""greener"" in both our nations law and the institution of the senate itself. gaylord nelson. gaylord nelson took his inspiration for earth day from the antiwar teachins on college canpuses. gaylord nelson announced the idea at a speech in seattle in 1969. gaylord nelsons environmental activism also changed the way we in congress run our personal offices. gaylord nelson actively used his position to make changes for the better. observed about gaylord nelson: almost every campaign speech he [nelson] gave from 1960 on had an environmental component. in recognizing gaylord nelsons accomplishments."
"1928",1996-03-27,"D","WI","when the senate subcommittee on parks and recreation held hearings on senator gaylord nelsons plan to create the apostle islands national lakeshore."
"1929",1996-05-14,"R","WI","attempt to smear the gay community."
